Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
80,Fresno State,San Joaquin Valley,11/25/2023,1400,329,0.25, ,0.00, ,457, ,0.8, ,15.8, ,44, ,3.7, ,1.3, ,167, ,14.4, 
80,Fresno State,San Joaquin Valley,11/25/2023,1500,329,0.18, ,0.00, ,324, ,0.8, ,16.6, ,42, ,3.7, ,1.3, ,208, ,14.4, 
80,Fresno State,San Joaquin Valley,11/25/2023,1600,329,0.08, ,0.00, ,166, ,0.8, ,16.5, ,42, ,3.5, ,1.1, ,310, ,14.5, 
80,Fresno State,San Joaquin Valley,11/25/2023,1700,329,0.03, ,0.00, ,29, ,0.7, ,14.2, ,46, ,2.6, ,1.0, ,316, ,14.6, 
80,Fresno State,San Joaquin Valley,11/25/2023,1800,329,0.00, ,0.00, ,0, ,0.7, ,9.3, ,64, ,2.7, ,0.5, ,239, ,14.7, 
80,Fresno State,San Joaquin Valley,11/25/2023,1900,329,0.00, ,0.00, ,0, ,0.7, ,6.7, ,75, ,2.6, ,0.6, ,324, ,14.8, 
80,Fresno State,San Joaquin Valley,11/25/2023,2000,329,0.00, ,0.00, ,0, ,0.7, ,5.1, ,83, ,2.5, ,0.6, ,299, ,14.8, 
80,Fresno State,San Joaquin Valley,11/25/2023,2100,329,0.00, ,0.00, ,0, ,0.7, ,4.7, ,87, ,2.7, ,0.6, ,320, ,14.9, 
80,Fresno State,San Joaquin Valley,11/25/2023,2200,329,0.00, ,0.00, ,0, ,0.7, ,4.0, ,91, ,2.7, ,0.6, ,69, ,14.9, 
80,Fresno State,San Joaquin Valley,11/25/2023,2300,329,0.00, ,0.00, ,0, ,0.7, ,3.8, ,91, ,2.4, ,0.7, ,73, ,14.9, 
80,Fresno State,San Joaquin Valley,11/25/2023,2400,329,0.00, ,0.00, ,0, ,0.7, ,2.1, ,94, ,1.2, ,0.6, ,33, ,14.9, 
80,Fresno State,San Joaquin Valley,11/26/2023,0100,330,0.00, ,0.00, ,0, ,0.6, ,1.7, ,94, ,0.8, ,0.6, ,16, ,14.8, 
80,Fresno State,San Joaquin Valley,11/26/2023,0200,330,0.00, ,0.00, ,0, ,0.6, ,1.1, ,95, ,0.4, ,0.7, ,40, ,14.8, 
80,Fresno State,San Joaquin Valley,11/26/2023,0300,330,0.00,R,0.00, ,0, ,0.6, ,0.4, ,95, ,-0.2, ,0.4,I,295, ,14.7, 
80,Fresno State,San Joaquin Valley,11/26/2023,0400,330,0.00, ,0.00, ,0, ,0.6, ,0.0, ,96, ,-0.6, ,0.6, ,33, ,14.7, 
80,Fresno State,San Joaquin Valley,11/26/2023,0500,330,0.00, ,0.00, ,0, ,0.6, ,-0.2, ,95, ,-1.0, ,0.7, ,24, ,14.6, 
80,Fresno State,San Joaquin Valley,11/26/2023,0600,330,0.00, ,0.00, ,0, ,0.6, ,-0.5, ,95, ,-1.3, ,0.6, ,251, ,14.5, 
80,Fresno State,San Joaquin Valley,11/26/2023,0700,330,0.00, ,0.00, ,5, ,0.6, ,-0.3, ,94, ,-1.1, ,0.6, ,66, ,14.5, 
80,Fresno State,San Joaquin Valley,11/26/2023,0800,330,0.01, ,0.10, ,113, ,0.6, ,1.7, ,92, ,0.6, ,0.7, ,27, ,14.4, 
80,Fresno State,San Joaquin Valley,11/26/2023,0900,330,0.09, ,0.00, ,285, ,0.7, ,8.3, ,68, ,2.8, ,0.8, ,149, ,14.3, 
80,Fresno State,San Joaquin Valley,11/26/2023,1000,330,0.19, ,0.00, ,408, ,0.7, ,11.2, ,55, ,2.6, ,1.6, ,166, ,14.2, 
80,Fresno State,San Joaquin Valley,11/26/2023,1100,330,0.25, ,0.00, ,531, ,0.8, ,13.2, ,49, ,2.9, ,1.5, ,179, ,14.1, 
80,Fresno State,San Joaquin Valley,11/26/2023,1200,330,0.26, ,0.00, ,475, ,0.8, ,14.8, ,45, ,3.0, ,1.3, ,213, ,14.0, 
80,Fresno State,San Joaquin Valley,11/26/2023,1300,330,0.24, ,0.00, ,404, ,0.8, ,15.4, ,44, ,3.1, ,1.7, ,265, ,14.0, 
80,Fresno State,San Joaquin Valley,11/26/2023,1400,330,0.23, ,0.00, ,372, ,0.7, ,15.7, ,40, ,2.3, ,2.2, ,256, ,14.0, 
80,Fresno State,San Joaquin Valley,11/26/2023,1500,330,0.17, ,0.00, ,279, ,0.7, ,16.0, ,38, ,1.7, ,1.9, ,256, ,14.1, 
80,Fresno State,San Joaquin Valley,11/26/2023,1600,330,0.04, ,0.00, ,58, ,0.7, ,14.3, ,43, ,1.9, ,1.5, ,255, ,14.1, 
80,Fresno State,San Joaquin Valley,11/26/2023,1700,330,0.04, ,0.00, ,19, ,0.7, ,12.3, ,52, ,2.6, ,1.0, ,280, ,14.2, 
80,Fresno State,San Joaquin Valley,11/26/2023,1800,330,0.01, ,0.00, ,0, ,0.7, ,8.7, ,65, ,2.4, ,0.5, ,208, ,14.3, 
80,Fresno State,San Joaquin Valley,11/26/2023,1900,330,0.00, ,0.00, ,0, ,0.7, ,6.2, ,76, ,2.4, ,0.6, ,34, ,14.4, 
80,Fresno State,San Joaquin Valley,11/26/2023,2000,330,0.00, ,0.00, ,0, ,0.7, ,4.6, ,82, ,1.7, ,0.5, ,343, ,14.4, 
80,Fresno State,San Joaquin Valley,11/26/2023,2100,330,0.00, ,0.00, ,0, ,0.7, ,3.9, ,85, ,1.6, ,1.0, ,358, ,14.5, 
80,Fresno State,San Joaquin Valley,11/26/2023,2200,330,0.00, ,0.00, ,0, ,0.6, ,3.7, ,81, ,0.8, ,0.8, ,99, ,14.5, 
80,Fresno State,San Joaquin Valley,11/26/2023,2300,330,0.00, ,0.00, ,0, ,0.6, ,2.1, ,84, ,-0.3, ,0.6, ,74, ,14.5, 
80,Fresno State,San Joaquin Valley,11/26/2023,2400,330,0.00, ,0.00, ,0, ,0.6, ,1.1, ,87, ,-0.9, ,0.6, ,287, ,14.5, 
80,Fresno State,San Joaquin Valley,11/27/2023,0100,331,0.00, ,0.00, ,0, ,0.6, ,0.8, ,88, ,-1.0, ,0.9, ,334, ,14.4, 
80,Fresno State,San Joaquin Valley,11/27/2023,0200,331,0.00, ,0.00, ,0, ,0.6, ,0.5, ,89, ,-1.2, ,0.6, ,11, ,14.4, 
80,Fresno State,San Joaquin Valley,11/27/2023,0300,331,0.00, ,0.00, ,0, ,0.6, ,0.2, ,91, ,-1.0, ,0.5, ,260, ,14.3, 
80,Fresno State,San Joaquin Valley,11/27/2023,0400,331,0.00, ,0.00, ,0, ,0.6, ,0.1, ,92, ,-1.0, ,0.7, ,70, ,14.3, 
80,Fresno State,San Joaquin Valley,11/27/2023,0500,331,0.00, ,0.00, ,0, ,0.5, ,-0.7, ,92, ,-1.8, ,0.7, ,58, ,14.2, 
80,Fresno State,San Joaquin Valley,11/27/2023,0600,331,0.00, ,0.00, ,0, ,0.5, ,-0.4, ,91, ,-1.7, ,0.6, ,66, ,14.1, 
80,Fresno State,San Joaquin Valley,11/27/2023,0700,331,0.00, ,0.00, ,4, ,0.5, ,-0.6, ,92, ,-1.8, ,0.8, ,59, ,14.1, 
80,Fresno State,San Joaquin Valley,11/27/2023,0800,331,0.01, ,0.10, ,87, ,0.6, ,0.5, ,89, ,-1.1, ,0.7, ,31, ,14.0, 
80,Fresno State,San Joaquin Valley,11/27/2023,0900,331,0.09, ,0.00, ,275, ,0.6, ,7.0, ,64, ,0.7, ,0.9, ,181, ,13.9, 
80,Fresno State,San Joaquin Valley,11/27/2023,1000,331,0.19, ,0.00, ,419, ,0.6, ,11.4, ,45, ,0.0, ,1.6, ,174, ,13.8, 
80,Fresno State,San Joaquin Valley,11/27/2023,1100,331,0.25, ,0.00, ,518, ,0.6, ,13.6, ,41, ,0.6, ,1.5, ,150, ,13.7, 
80,Fresno State,San Joaquin Valley,11/27/2023,1200,331,0.29, ,0.00, ,563, ,0.6, ,15.3, ,36, ,0.3, ,1.5, ,175, ,13.7, 
80,Fresno State,San Joaquin Valley,11/27/2023,1300,331,0.30, ,0.00, ,546, ,0.6, ,16.6, ,33, ,0.5, ,1.5, ,218, ,13.6, 
80,Fresno State,San Joaquin Valley,11/27/2023,1400,331,0.28, ,0.00, ,459, ,0.6, ,17.5, ,31, ,0.4, ,1.8, ,243, ,13.6, 
80,Fresno State,San Joaquin Valley,11/27/2023,1500,331,0.20, ,0.00, ,332, ,0.6, ,18.1, ,29, ,0.0, ,1.6, ,269, ,13.7, 
80,Fresno State,San Joaquin Valley,11/27/2023,1600,331,0.10, ,0.00, ,169, ,0.6, ,17.8, ,30, ,-0.1, ,1.3, ,284, ,13.7, 
80,Fresno State,San Joaquin Valley,11/27/2023,1700,331,0.04, ,0.00, ,27, ,0.6, ,15.2, ,34, ,-0.4, ,1.0, ,313, ,13.8, 
80,Fresno State,San Joaquin Valley,11/27/2023,1800,331,0.00, ,0.00, ,0, ,0.6, ,9.9, ,49, ,-0.3, ,0.5, ,333, ,14.0, 
80,Fresno State,San Joaquin Valley,11/27/2023,1900,331,0.00, ,0.00, ,0, ,0.6, ,7.4, ,62, ,0.6, ,0.6, ,116, ,14.1, 
80,Fresno State,San Joaquin Valley,11/27/2023,2000,331,0.00, ,0.00, ,0, ,0.7, ,5.8, ,72, ,1.2, ,0.9, ,65, ,14.1, 
80,Fresno State,San Joaquin Valley,11/27/2023,2100,331,0.00, ,0.00, ,0, ,0.7, ,5.0, ,75, ,1.0, ,0.8, ,67, ,14.2, 
80,Fresno State,San Joaquin Valley,11/27/2023,2200,331,0.00, ,0.00, ,0, ,0.7, ,3.9, ,84, ,1.4, ,0.5, ,94, ,14.2, 
80,Fresno State,San Joaquin Valley,11/27/2023,2300,331,0.00, ,0.00, ,0, ,0.6, ,2.4, ,87, ,0.4, ,0.9, ,328, ,14.2, 
80,Fresno State,San Joaquin Valley,11/27/2023,2400,331,0.00, ,0.00, ,0, ,0.6, ,1.3, ,88, ,-0.5, ,0.6, ,23, ,14.2, 
80,Fresno State,San Joaquin Valley,11/28/2023,0100,332,0.00, ,0.00, ,0, ,0.6, ,1.5, ,88, ,-0.3, ,0.9, ,85, ,14.2, 
80,Fresno State,San Joaquin Valley,11/28/2023,0200,332,0.00, ,0.00, ,0, ,0.6, ,1.0, ,87, ,-0.9, ,0.6, ,65, ,14.1, 
80,Fresno State,San Joaquin Valley,11/28/2023,0300,332,0.00, ,0.00, ,0, ,0.5, ,-0.1, ,90, ,-1.5, ,0.6, ,17, ,14.1, 
80,Fresno State,San Joaquin Valley,11/28/2023,0400,332,0.00, ,0.00, ,0, ,0.5, ,0.4, ,87, ,-1.5, ,0.7, ,77, ,14.0, 
80,Fresno State,San Joaquin Valley,11/28/2023,0500,332,0.00, ,0.00, ,0, ,0.6, ,0.9, ,88, ,-0.9, ,0.9, ,101, ,14.0, 
80,Fresno State,San Joaquin Valley,11/28/2023,0600,332,0.00, ,0.00, ,0, ,0.5, ,-0.6, ,90, ,-2.1, ,0.9, ,331, ,13.9, 
80,Fresno State,San Joaquin Valley,11/28/2023,0700,332,0.00, ,0.00, ,2, ,0.6, ,0.0, ,90, ,-1.4, ,0.8, ,62, ,13.8, 
80,Fresno State,San Joaquin Valley,11/28/2023,0800,332,0.00, ,0.00, ,76, ,0.6, ,1.7, ,85, ,-0.5, ,0.9, ,48, ,13.8, 
80,Fresno State,San Joaquin Valley,11/28/2023,0900,332,0.09, ,0.00, ,281, ,0.7, ,7.6, ,65, ,1.5, ,0.9, ,60, ,13.7, 
80,Fresno State,San Joaquin Valley,11/28/2023,1000,332,0.20, ,0.00, ,415, ,0.6, ,11.9, ,43, ,-0.2, ,1.6, ,182, ,13.6, 
80,Fresno State,San Joaquin Valley,11/28/2023,1100,332,0.27, ,0.00, ,512, ,0.6, ,14.6, ,36, ,-0.3, ,1.5, ,162, ,13.5, 
80,Fresno State,San Joaquin Valley,11/28/2023,1200,332,0.30, ,0.00, ,553, ,0.6, ,16.9, ,32, ,0.0, ,1.2, ,120, ,13.5, 
80,Fresno State,San Joaquin Valley,11/28/2023,1300,332,0.31, ,0.00, ,533, ,0.6, ,18.3, ,29, ,-0.2, ,1.3, ,190, ,13.4, 
80,Fresno State,San Joaquin Valley,11/28/2023,1400,332,0.28, ,0.00, ,456, ,0.5, ,19.2, ,24, ,-1.7, ,1.4, ,229, ,13.5, 
80,Fresno State,San Joaquin Valley,11/28/2023,1500,332,0.19, ,0.00, ,329, ,0.5, ,19.8, ,22, ,-2.5, ,1.1, ,143, ,13.5, 
80,Fresno State,San Joaquin Valley,11/28/2023,1600,332,0.07, ,0.00, ,143, ,0.5, ,19.7, ,22, ,-2.4, ,0.6, ,337, ,13.6, 
80,Fresno State,San Joaquin Valley,11/28/2023,1700,332,0.05, ,0.00, ,27, ,0.5, ,16.5, ,28, ,-2.0, ,0.8, ,86, ,13.7, 
80,Fresno State,San Joaquin Valley,11/28/2023,1800,332,0.04, ,0.00, ,0, ,0.6, ,12.4, ,41, ,-0.5, ,2.0, ,95, ,13.8, 
80,Fresno State,San Joaquin Valley,11/28/2023,1900,332,0.02, ,0.00, ,0, ,0.6, ,9.8, ,47, ,-1.0, ,1.1, ,280, ,13.9, 
80,Fresno State,San Joaquin Valley,11/28/2023,2000,332,0.01, ,0.00, ,0, ,0.6, ,7.3, ,57, ,-0.6, ,0.6, ,67, ,14.0, 
80,Fresno State,San Joaquin Valley,11/28/2023,2100,332,0.00, ,0.00, ,0, ,0.6, ,5.8, ,66, ,0.0, ,0.8, ,62, ,14.0, 
80,Fresno State,San Joaquin Valley,11/28/2023,2200,332,0.00, ,0.00, ,0, ,0.6, ,4.4, ,73, ,0.0, ,0.7, ,36, ,14.1, 
80,Fresno State,San Joaquin Valley,11/28/2023,2300,332,0.00, ,0.00, ,0, ,0.6, ,3.7, ,77, ,0.1, ,0.9, ,82, ,14.1, 
80,Fresno State,San Joaquin Valley,11/28/2023,2400,332,0.00, ,0.00, ,0, ,0.6, ,3.6, ,74, ,-0.5, ,0.9, ,63, ,14.1, 
80,Fresno State,San Joaquin Valley,11/29/2023,0100,333,0.00, ,0.00, ,0, ,0.6, ,2.1, ,81, ,-0.9, ,0.6, ,9, ,14.0, 
80,Fresno State,San Joaquin Valley,11/29/2023,0200,333,0.00, ,0.00, ,0, ,0.6, ,1.6, ,81, ,-1.3, ,0.6, ,2, ,14.0, 
80,Fresno State,San Joaquin Valley,11/29/2023,0300,333,0.00, ,0.00, ,0, ,0.5, ,1.5, ,81, ,-1.5, ,0.9, ,113, ,14.0, 
80,Fresno State,San Joaquin Valley,11/29/2023,0400,333,0.00, ,0.00, ,0, ,0.5, ,1.0, ,82, ,-1.7, ,0.9, ,64, ,13.9, 
80,Fresno State,San Joaquin Valley,11/29/2023,0500,333,0.00, ,0.00, ,0, ,0.5, ,1.1, ,80, ,-2.0, ,1.1, ,94, ,13.9, 
80,Fresno State,San Joaquin Valley,11/29/2023,0600,333,0.00, ,0.00, ,0, ,0.5, ,0.7, ,82, ,-2.1, ,0.7, ,346, ,13.8, 
80,Fresno State,San Joaquin Valley,11/29/2023,0700,333,0.00, ,0.00, ,2, ,0.5, ,0.7, ,83, ,-1.8, ,1.3, ,91, ,13.7, 
80,Fresno State,San Joaquin Valley,11/29/2023,0800,333,0.02, ,0.00, ,88, ,0.6, ,2.9, ,76, ,-0.9, ,1.4, ,56, ,13.7, 
80,Fresno State,San Joaquin Valley,11/29/2023,0900,333,0.11, ,0.00, ,248, ,0.6, ,9.4, ,52, ,0.2, ,1.8, ,138, ,13.6, 
80,Fresno State,San Joaquin Valley,11/29/2023,1000,333,0.22, ,0.00, ,394, ,0.7, ,12.6, ,47, ,1.7, ,2.9, ,132, ,13.5, 
80,Fresno State,San Joaquin Valley,11/29/2023,1100,333,0.28, ,0.00, ,483, ,0.8, ,15.0, ,45, ,3.1, ,2.4, ,167, ,13.4, 
80,Fresno State,San Joaquin Valley,11/29/2023,1200,333,0.32, ,0.00, ,535, ,0.8, ,16.3, ,41, ,2.9, ,2.1, ,189, ,13.4, 
80,Fresno State,San Joaquin Valley,11/29/2023,1300,333,0.32, ,0.00, ,517, ,0.8, ,16.9, ,40, ,3.0, ,2.3, ,209, ,13.4, 
80,Fresno State,San Joaquin Valley,11/29/2023,1400,333,0.28, ,0.00, ,459, ,0.8, ,17.3, ,41, ,3.9, ,2.1, ,233, ,13.4, 
80,Fresno State,San Joaquin Valley,11/29/2023,1500,333,0.19, ,0.00, ,312, ,0.8, ,17.5, ,42, ,4.5, ,1.9, ,245, ,13.4, 
80,Fresno State,San Joaquin Valley,11/29/2023,1600,333,0.08, ,0.00, ,155, ,0.9, ,17.3, ,44, ,4.9, ,1.4, ,271, ,13.5, 
80,Fresno State,San Joaquin Valley,11/29/2023,1700,333,0.04, ,0.00, ,27, ,0.8, ,15.1, ,48, ,4.1, ,1.5, ,297, ,13.6, 
80,Fresno State,San Joaquin Valley,11/29/2023,1800,333,0.01, ,0.00, ,0, ,0.8, ,11.9, ,57, ,3.6, ,1.2, ,304, ,13.7, 
80,Fresno State,San Joaquin Valley,11/29/2023,1900,333,0.00, ,0.00, ,0, ,0.8, ,9.6, ,63, ,2.9, ,1.2, ,303, ,13.8, 
80,Fresno State,San Joaquin Valley,11/29/2023,2000,333,0.00, ,0.00, ,0, ,0.7, ,8.0, ,68, ,2.4, ,1.0, ,310, ,13.9, 
80,Fresno State,San Joaquin Valley,11/29/2023,2100,333,0.00, ,0.00, ,0, ,0.7, ,6.9, ,74, ,2.6, ,1.0, ,278, ,13.9, 
80,Fresno State,San Joaquin Valley,11/29/2023,2200,333,0.00, ,0.00, ,0, ,0.8, ,5.9, ,81, ,3.0, ,0.6, ,313, ,13.9, 
80,Fresno State,San Joaquin Valley,11/29/2023,2300,333,0.00, ,0.00, ,0, ,0.8, ,6.0, ,84, ,3.4, ,0.7, ,322, ,14.0, 
80,Fresno State,San Joaquin Valley,11/29/2023,2400,333,0.00, ,0.00, ,0, ,0.7, ,4.0, ,88, ,2.1, ,0.6, ,327, ,13.9, 
80,Fresno State,San Joaquin Valley,11/30/2023,0100,334,0.00, ,0.00, ,0, ,0.7, ,3.0, ,89, ,1.4, ,1.0, ,14, ,13.9, 
80,Fresno State,San Joaquin Valley,11/30/2023,0200,334,0.00, ,0.00, ,0, ,0.7, ,2.6, ,90, ,1.2, ,0.7, ,94, ,13.9, 
80,Fresno State,San Joaquin Valley,11/30/2023,0300,334,0.00, ,0.00, ,0, ,0.6, ,1.6, ,92, ,0.5, ,0.7, ,347, ,13.8, 
80,Fresno State,San Joaquin Valley,11/30/2023,0400,334,0.00, ,0.00, ,0, ,0.6, ,1.7, ,91, ,0.5, ,0.6, ,47, ,13.8, 
80,Fresno State,San Joaquin Valley,11/30/2023,0500,334,0.00, ,0.00, ,0, ,0.6, ,2.0, ,90, ,0.6, ,0.8, ,59, ,13.7, 
80,Fresno State,San Joaquin Valley,11/30/2023,0600,334,0.00, ,0.00, ,0, ,0.6, ,1.5, ,92, ,0.4, ,0.6, ,40, ,13.7, 
80,Fresno State,San Joaquin Valley,11/30/2023,0700,334,0.00, ,0.00, ,2, ,0.6, ,1.5, ,92, ,0.4, ,0.6, ,67, ,13.6, 
80,Fresno State,San Joaquin Valley,11/30/2023,0800,334,0.02, ,0.00, ,65, ,0.7, ,3.8, ,88, ,2.1, ,0.6, ,332, ,13.6, 
80,Fresno State,San Joaquin Valley,11/30/2023,0900,334,0.03, ,0.00, ,90, ,0.8, ,7.3, ,76, ,3.4, ,1.2, ,114, ,13.5, 
80,Fresno State,San Joaquin Valley,11/30/2023,1000,334,0.12, ,0.00, ,253, ,0.8, ,10.5, ,63, ,3.8, ,2.4, ,157, ,13.4, 
80,Fresno State,San Joaquin Valley,11/30/2023,1100,334,0.26, ,0.00, ,484, ,0.8, ,12.6, ,56, ,4.0, ,2.4, ,174, ,13.4, 
80,Fresno State,San Joaquin Valley,11/30/2023,1200,334,0.29, ,0.00, ,522, ,0.8, ,14.3, ,51, ,4.2, ,2.0, ,200, ,13.3, 
80,Fresno State,San Joaquin Valley,11/30/2023,1300,334,0.29, ,0.00, ,470, ,0.8, ,15.7, ,45, ,3.9, ,2.7, ,276, ,13.3, 
80,Fresno State,San Joaquin Valley,11/30/2023,1400,334,0.20, ,0.00, ,296, ,0.8, ,16.2, ,44, ,3.9, ,3.0, ,314, ,13.3, 
80,Fresno State,San Joaquin Valley,11/30/2023,1500,334,0.21, ,0.00, ,343, ,0.9, ,17.1, ,45, ,5.2, ,2.9, ,325, ,13.4, 
80,Fresno State,San Joaquin Valley,11/30/2023,1600,334,0.07, ,0.00, ,85, ,0.9, ,16.0, ,51, ,5.8, ,2.5, ,329, ,13.4, 
80,Fresno State,San Joaquin Valley,11/30/2023,1700,334,0.04, ,0.00, ,12, ,0.9, ,14.0, ,56, ,5.4, ,1.4, ,323, ,13.5, 
80,Fresno State,San Joaquin Valley,11/30/2023,1800,334,0.02, ,0.00, ,0, ,0.9, ,11.6, ,64, ,5.2, ,1.0, ,305, ,13.6, 
80,Fresno State,San Joaquin Valley,11/30/2023,1900,334,0.01, ,0.00, ,0, ,0.9, ,10.2, ,70, ,5.1, ,0.7, ,314, ,13.7, 
80,Fresno State,San Joaquin Valley,11/30/2023,2000,334,0.00, ,0.00, ,0, ,0.9, ,9.1, ,76, ,5.1, ,0.8, ,4, ,13.7, 
80,Fresno State,San Joaquin Valley,11/30/2023,2100,334,0.00, ,0.00, ,0, ,0.9, ,8.9, ,77, ,5.0, ,0.9, ,298, ,13.8, 
80,Fresno State,San Joaquin Valley,11/30/2023,2200,334,0.02, ,0.00, ,0, ,0.9, ,10.6, ,70, ,5.5, ,2.1, ,300, ,13.8, 
80,Fresno State,San Joaquin Valley,11/30/2023,2300,334,0.01, ,0.00, ,0, ,0.9, ,9.8, ,73, ,5.2, ,1.7, ,308, ,13.8, 
80,Fresno State,San Joaquin Valley,11/30/2023,2400,334,0.00, ,0.00, ,0, ,0.9, ,8.5, ,79, ,5.1, ,0.9, ,276, ,13.8, 
80,Fresno State,San Joaquin Valley,12/1/2023,0100,335,0.00, ,0.00, ,0, ,0.9, ,8.6, ,82, ,5.8, ,1.6, ,302, ,13.8, 
80,Fresno State,San Joaquin Valley,12/1/2023,0200,335,0.00, ,0.00, ,0, ,0.9, ,8.4, ,83, ,5.6, ,1.5, ,309, ,13.8, 
80,Fresno State,San Joaquin Valley,12/1/2023,0300,335,0.00, ,0.00, ,0, ,0.9, ,7.0, ,88, ,5.0, ,1.9, ,286, ,13.8, 
80,Fresno State,San Joaquin Valley,12/1/2023,0400,335,0.00, ,0.00, ,0, ,0.9, ,7.4, ,86, ,5.3, ,2.7, ,308, ,13.8, 
80,Fresno State,San Joaquin Valley,12/1/2023,0500,335,0.00, ,0.00, ,0, ,0.9, ,6.7, ,88, ,4.8, ,2.5, ,306, ,13.8, 
80,Fresno State,San Joaquin Valley,12/1/2023,0600,335,0.00, ,0.00, ,0, ,0.8, ,5.5, ,91, ,4.1, ,1.7, ,292, ,13.7, 
80,Fresno State,San Joaquin Valley,12/1/2023,0700,335,0.00, ,0.00, ,2, ,0.8, ,3.9, ,94, ,3.0, ,1.2, ,269, ,13.7, 
80,Fresno State,San Joaquin Valley,12/1/2023,0800,335,0.02, ,0.00, ,96, ,0.8, ,5.7, ,92, ,4.5, ,2.2, ,276, ,13.7, 
80,Fresno State,San Joaquin Valley,12/1/2023,0900,335,0.09, ,0.00, ,244, ,0.9, ,8.7, ,81, ,5.6, ,2.8, ,321, ,13.6, 
80,Fresno State,San Joaquin Valley,12/1/2023,1000,335,0.18, ,0.00, ,381, ,0.9, ,10.5, ,74, ,6.1, ,2.8, ,334, ,13.6, 
80,Fresno State,San Joaquin Valley,12/1/2023,1100,335,0.27, ,0.00, ,473, ,0.9, ,12.8, ,62, ,5.7, ,3.3, ,316, ,13.5, 
80,Fresno State,San Joaquin Valley,12/1/2023,1200,335,0.31, ,0.00, ,522, ,0.9, ,13.8, ,57, ,5.5, ,3.4, ,318, ,13.5, 
80,Fresno State,San Joaquin Valley,12/1/2023,1300,335,0.31, ,0.00, ,510, ,0.9, ,14.9, ,53, ,5.5, ,3.3, ,321, ,13.5, 
80,Fresno State,San Joaquin Valley,12/1/2023,1400,335,0.27, ,0.00, ,437, ,0.9, ,15.6, ,50, ,5.1, ,2.7, ,316, ,13.5, 
80,Fresno State,San Joaquin Valley,12/1/2023,1500,335,0.20, ,0.00, ,314, ,0.8, ,15.5, ,48, ,4.5, ,3.1, ,287, ,13.6, 
80,Fresno State,San Joaquin Valley,12/1/2023,1600,335,0.10, ,0.00, ,150, ,0.8, ,15.3, ,48, ,4.2, ,2.6, ,316, ,13.6, 
80,Fresno State,San Joaquin Valley,12/1/2023,1700,335,0.04, ,0.00, ,25, ,0.8, ,13.4, ,52, ,3.7, ,1.8, ,304, ,13.7, 
80,Fresno State,San Joaquin Valley,12/1/2023,1800,335,0.00, ,0.00, ,0, ,0.8, ,10.0, ,63, ,3.3, ,0.8, ,303, ,13.8, 
80,Fresno State,San Joaquin Valley,12/1/2023,1900,335,0.00, ,0.00, ,0, ,0.8, ,8.4, ,71, ,3.5, ,1.4, ,299, ,13.8, 
80,Fresno State,San Joaquin Valley,12/1/2023,2000,335,0.00, ,0.00, ,0, ,0.8, ,8.9, ,69, ,3.6, ,1.4, ,316, ,13.9, 
80,Fresno State,San Joaquin Valley,12/1/2023,2100,335,0.00, ,0.00, ,0, ,0.8, ,7.0, ,76, ,3.0, ,1.3, ,147, ,13.9, 
80,Fresno State,San Joaquin Valley,12/1/2023,2200,335,0.00, ,0.00, ,0, ,0.7, ,5.3, ,83, ,2.6, ,0.8, ,357, ,13.9, 
80,Fresno State,San Joaquin Valley,12/1/2023,2300,335,0.00, ,0.00, ,0, ,0.7, ,4.1, ,89, ,2.4, ,0.7, ,295, ,13.9, 
80,Fresno State,San Joaquin Valley,12/1/2023,2400,335,0.00, ,0.00, ,0, ,0.7, ,3.9, ,89, ,2.3, ,1.0, ,92, ,13.9, 
80,Fresno State,San Joaquin Valley,12/2/2023,0100,336,0.00, ,0.00, ,0, ,0.7, ,3.1, ,90, ,1.7, ,0.9, ,88, ,13.9, 
80,Fresno State,San Joaquin Valley,12/2/2023,0200,336,0.00, ,0.00, ,0, ,0.7, ,2.0, ,93, ,1.0, ,1.0, ,8, ,13.8, 
80,Fresno State,San Joaquin Valley,12/2/2023,0300,336,0.00, ,0.00, ,0, ,0.7, ,2.4, ,93, ,1.4, ,1.1, ,97, ,13.8, 
80,Fresno State,San Joaquin Valley,12/2/2023,0400,336,0.00, ,0.00, ,0, ,0.6, ,1.0, ,95, ,0.3, ,0.8, ,66, ,13.7, 
80,Fresno State,San Joaquin Valley,12/2/2023,0500,336,0.00, ,0.00, ,0, ,0.6, ,0.9, ,95, ,0.2, ,0.8, ,77, ,13.7, 
80,Fresno State,San Joaquin Valley,12/2/2023,0600,336,0.00, ,0.00, ,0, ,0.7, ,1.8, ,95, ,1.0, ,1.1, ,93, ,13.6, 
80,Fresno State,San Joaquin Valley,12/2/2023,0700,336,0.00, ,0.00, ,3, ,0.7, ,2.7, ,94, ,1.7, ,0.9, ,83, ,13.6, 
80,Fresno State,San Joaquin Valley,12/2/2023,0800,336,0.01, ,0.10, ,64, ,0.7, ,3.5, ,92, ,2.3, ,0.7, ,53, ,13.5, 
80,Fresno State,San Joaquin Valley,12/2/2023,0900,336,0.07, ,0.00, ,208, ,0.8, ,6.3, ,84, ,3.8, ,1.5, ,97, ,13.4, 
